technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component,name,source,relationship,target,event_id,event_name,event_platform,audit_category,audit_sub_category,log_channel,log_provider,filter_in
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process attempted connection from Ip,process,attempted connection from,ip,ConnectionRequest,ConnectionRequest,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked port bind on Process,host,blocked port bind on,process,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host permitted listener on Ip,host,permitted listener on,ip,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process attempted to listen on Port,process,attempted to listen on,port,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process bound to Port,process,bound to,port,5158,The Windows Filtering Platform has permitted a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process bound to Port,process,bound to,port,ListeningConnectionCreated,ListeningConnectionCreated,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected to Host,user,connected to,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected to Host,user,connected to,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected to Host,user,connected to,host,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Port,user,connected from,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Port,user,connected from,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Port,user,connected from,port,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process attempted connection from Port,process,attempted connection from,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process attempted connection from Port,process,attempted connection from,port,ConnectionRequest,ConnectionRequest,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Port,process,connected to,port,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Port,process,connected to,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Port,process,connected to,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Port,process,connected to,port,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host permitted listener on Port,host,permitted listener on,port,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked port bind on Ip,host,blocked port bind on,ip,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked listener on Process,host,blocked listener on,process,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected to Port,user,connected to,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected to Port,user,connected to,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected to Port,user,connected to,port,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked connection to Port,host,blocked connection to,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked connection to Port,host,blocked connection to,port,FirewallOutboundConnectionBlocked,FirewallOutboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Host,user,connected from,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Host,user,connected from,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Host,user,connected from,host,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Host,process,connected to,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Host,process,connected to,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected to Host,process,connected to,host,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked listener on Port,host,blocked listener on,port,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked connection from Ip,host,blocked connection from,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked connection from Ip,host,blocked connection from,ip,FirewallInboundConnectionBlocked,FirewallInboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Ip,user,connected from,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Ip,user,connected from,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,User connected from Ip,user,connected from,ip,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host permitted listener on Process,host,permitted listener on,process,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected from Ip,process,connected from,ip,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected from Ip,process,connected from,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected from Ip,process,connected from,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process connected from Ip,process,connected from,ip,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked connection to Ip,host,blocked connection to,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Host blocked connection to Ip,host,blocked connection to,ip,FirewallOutboundConnectionBlocked,FirewallOutboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation,Process attempted to bind on Port,process,attempted to bind on,port,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,1,Process Creation.,Windows,ProcessCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,ProcessCreated,ProcessCreated,Windows,,nan,DeviceProcessEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Thread,process,created,thread,8,CreateRemoteThread.,Windows,CreateRemoteThread,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Thread,process,created,thread,CreateRemoteThreadApiCall,CreateRemoteThreadApiCall,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,1,Process Creation.,Linux,ProcessCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,ProcessCreated,ProcessCreated,Windows,,nan,DeviceProcessEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,13,RegistryEvent (Value Set).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,14,RegistryEvent (Key and Value Rename).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,4657,A registry value was modified.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,RegistryValueSet,RegistryValueSet,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key,user,modified,windows registry key,4670,Permissions on an object were changed.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key,user,modified,windows registry key,RegistryKeySet,RegistryKeySet,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key value,user,modified,windows registry key value,4657,A registry value was modified.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key value,user,modified,windows registry key value,RegistryValueSet,RegistryValueSet,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,13,RegistryEvent (Value Set).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,14,RegistryEvent (Key and Value Rename).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,4670,Permissions on an object were changed.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,RegistryKeyCreated,RegistryKeyCreated,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,User executed Command,user,executed,command,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,User executed Command,user,executed,command,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,User executed Command,user,executed,command,4103,Module logging.,Windows,Executing Pipeline,nan,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,User executed Command,user,executed,command,ProcessCreated,ProcessCreated,Windows,,nan,DeviceProcessEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,Process executed Command,process,executed,command,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,Process executed Command,process,executed,command,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,Process executed Command,process,executed,command,1,Process Creation.,Linux,ProcessCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,Process executed Command,process,executed,command,4103,Module logging.,Windows,Executing Pipeline,nan,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,Process executed Command,process,executed,command,ProcessCreated,ProcessCreated,Windows,,nan,DeviceProcessEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file creation,User created File,user,created,file,11,FileCreate.,Linux,FileCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file creation,User created File,user,created,file,DeviceFileEvents,DeviceFileEvents,Windows,,nan,,Windows Defender Advanced Threat Protection,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file creation,Process created File,process,created,file,11,FileCreate.,Windows,FileCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file creation,Process created File,process,created,file,11,FileCreate.,Linux,FileCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file creation,Process created File,process,created,file,FileCreated,FileCreated,Windows,,nan,DeviceFileEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,User modified File,user,modified,file,4670,Permissions on an object were changed.,Windows,Object Access,File System,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,User modified File,user,modified,file,DeviceFileEvents,DeviceFileEvents,Windows,,nan,,Windows Defender Advanced Threat Protection,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,Process modified File,process,modified,file,2,A process changed a file creation time.,Windows,FileCreateTime,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,Process modified File,process,modified,file,11,FileCreate.,Windows,FileCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,Process modified File,process,modified,file,4670,Permissions on an object were changed.,Windows,Object Access,File System,Security,Microsoft-Windows-Security-Auditing,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,Process modified File,process,modified,file,FileModified,FileModified,Windows,,nan,DeviceFileEvents,Microsoft Defender for Endpoint,nan
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification,Process modified File,process,modified,file,FileRenamed,FileRenamed,Windows,,nan,DeviceFileEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,1,Process Creation.,Windows,ProcessCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,User created Process,user,created,process,ProcessCreated,ProcessCreated,Windows,,nan,DeviceProcessEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Thread,process,created,thread,8,CreateRemoteThread.,Windows,CreateRemoteThread,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Thread,process,created,thread,CreateRemoteThreadApiCall,CreateRemoteThreadApiCall,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,1,Process Creation.,Linux,ProcessCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation,Process created Process,process,created,process,ProcessCreated,ProcessCreated,Windows,,nan,DeviceProcessEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,13,RegistryEvent (Value Set).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,14,RegistryEvent (Key and Value Rename).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,4657,A registry value was modified.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key value,process,modified,windows registry key value,RegistryValueSet,RegistryValueSet,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key,user,modified,windows registry key,4670,Permissions on an object were changed.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key,user,modified,windows registry key,RegistryKeySet,RegistryKeySet,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key value,user,modified,windows registry key value,4657,A registry value was modified.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,User modified Windows registry key value,user,modified,windows registry key value,RegistryValueSet,RegistryValueSet,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,13,RegistryEvent (Value Set).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,14,RegistryEvent (Key and Value Rename).,Windows,RegistryEvent,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,4670,Permissions on an object were changed.,Windows,Object Access,Registry,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification,Process modified Windows registry key,process,modified,windows registry key,RegistryKeyCreated,RegistryKeyCreated,Windows,,nan,DeviceRegistryEvents,Microsoft Defender for Endpoint,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,User executed Command,user,executed,command,4688,A new process has been created.,Windows,Detailed Tracking,Process Creation,Security,Microsoft-Windows-Security-Auditing,nan
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],command,command execution,User executed Command,user,executed,command,1,Process Creation.,Windows,ProcessCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
